"crosswalk_id","canonical_locality_id","canonical_code","pcode","governorate_id","district_or_equivalent_id","municipality_id","current_name_en","candidate_name_ar","normalized_name_ar","source_id","source_record_id","source_name_en","source_name_ar","source_governorate","source_district","match_method","match_keys","confidence","review_status","conflict_status","reviewed_by","reviewed_at","notes"
"LB-XW-DF6DE868FA5E","LB-LOC-9C3AB261EFBB","LB-LOC-9C3AB261EFBB","","LB-GOV-SLB","LB-DIST-4BAD7915B3FB","","Ain_Qanya-JZ","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-8FFCEA05336C","LB-LOC-71582A5795DC","LB-LOC-71582A5795DC","","LB-GOV-SLB","LB-DIST-4BAD7915B3FB","","Ain_el-Mir-JZ","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-027D4D447F1B","LB-LOC-5DBB1E2CF432","LB-LOC-5DBB1E2CF432","","LB-GOV-SLB","LB-DIST-4BAD7915B3FB","","Ara_ech-Chamaliye","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-70C92DCF0F66","LB-LOC-3F5F358AE491","LB-LOC-3F5F358AE491","","LB-GOV-SLB","LB-DIST-4BAD7915B3FB","","Areed","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-70C71E0C5F60","LB-LOC-54DC036B175D","LB-LOC-54DC036B175D","","LB-GOV-SLB","LB-DIST-4BAD7915B3FB","","Azour","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-3F41B4AC4763","LB-LOC-7037B06E06C0","LB-LOC-7037B06E06C0","","LB-GOV-SLB","LB-DIST-4BAD7915B3FB","","Beit_Idriss","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-92CC93196DF8","LB-LOC-D0E1C3CC2248","LB-LOC-D0E1C3CC2248","","LB-GOV-SLB","LB-DIST-4BAD7915B3FB","","Beit_el-Mir","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-F46EF1BEFE26","LB-LOC-66827D9DC16D","LB-LOC-66827D9DC16D","","LB-GOV-SLB","LB-DIST-4BAD7915B3FB","","Bisri","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-C39DE4FBC7F0","LB-LOC-C4F8D47052F6","LB-LOC-C4F8D47052F6","","LB-GOV-SLB","LB-DIST-4BAD7915B3FB","","Bkassine","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-8CD917926583","LB-LOC-67ED016E05E6","LB-LOC-67ED016E05E6","","LB-GOV-SLB","LB-DIST-4BAD7915B3FB","","Bkassine_el-Aala","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-E409F946BD01","LB-LOC-514464A682E4","LB-LOC-514464A682E4","","LB-GOV-SLB","LB-DIST-4BAD7915B3FB","","Boureh","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-AE04602CB1D7","LB-LOC-8BE01F72BE43","LB-LOC-8BE01F72BE43","","LB-GOV-SLB","LB-DIST-4BAD7915B3FB","","Btater-JZ","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-C0810F172FF1","LB-LOC-D0433AB8E99D","LB-LOC-D0433AB8E99D","","LB-GOV-SLB","LB-DIST-4BAD7915B3FB","","Dhour_Jezzine","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-E24B6057DA9E","LB-LOC-1322879BC7F4","LB-LOC-1322879BC7F4","","LB-GOV-SLB","LB-DIST-4BAD7915B3FB","","El-Harf","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-4E3DEB83F7DE","LB-LOC-A16B872AA5A2","LB-LOC-A16B872AA5A2","","LB-GOV-SLB","LB-DIST-4BAD7915B3FB","","Hamlaya-JZ","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-CBC05F610A22","LB-LOC-13519382C03C","LB-LOC-13519382C03C","","LB-GOV-SLB","LB-DIST-4BAD7915B3FB","","Haret_Jezzine","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-6B0BF76E7A68","LB-LOC-BFEAF296D684","LB-LOC-BFEAF296D684","","LB-GOV-SLB","LB-DIST-4BAD7915B3FB","","Hasbaya_Jezzine","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-7C5950F036B0","LB-LOC-81A2A2C6261D","LB-LOC-81A2A2C6261D","","LB-GOV-SLB","LB-DIST-4BAD7915B3FB","","Haydab","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-54652671A718","LB-LOC-CC84A2BB96A6","LB-LOC-CC84A2BB96A6","","LB-GOV-SLB","LB-DIST-4BAD7915B3FB","","Houmine","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-D7F05B65E600","LB-LOC-CC9A799DBFCD","LB-LOC-CC9A799DBFCD","","LB-GOV-SLB","LB-DIST-4BAD7915B3FB","","Jarmuq","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-B150E1158BD9","LB-LOC-2DAB920FF031","LB-LOC-2DAB920FF031","","LB-GOV-SLB","LB-DIST-4BAD7915B3FB","","Jezzine","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-948FB2A65D37","LB-LOC-BFC75A8E957A","LB-LOC-BFC75A8E957A","","LB-GOV-SLB","LB-DIST-4BAD7915B3FB","","Kfar_Faqoud-JZ","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-DD61B0E073E6","LB-LOC-D208AC02B792","LB-LOC-D208AC02B792","","LB-GOV-SLB","LB-DIST-4BAD7915B3FB","","Kfar_Houne-JZ","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-4B51C963ABBF","LB-LOC-AF01215FA72A","LB-LOC-AF01215FA72A","","LB-GOV-SLB","LB-DIST-4BAD7915B3FB","","Kfar_Jouz-JZ","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-816E5136A27F","LB-LOC-28EFB4C92F12","LB-LOC-28EFB4C92F12","","LB-GOV-SLB","LB-DIST-4BAD7915B3FB","","Lebaa-JZ","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-5D779812992D","LB-LOC-DE8DC1213622","LB-LOC-DE8DC1213622","","LB-GOV-SLB","LB-DIST-4BAD7915B3FB","","Maaseriti","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-5B576DD693DE","LB-LOC-F0742AE90A44","LB-LOC-F0742AE90A44","","LB-GOV-SLB","LB-DIST-4BAD7915B3FB","","Machmoucheh","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-1805BD6CEF79","LB-LOC-1573AD221360","LB-LOC-1573AD221360","","LB-GOV-SLB","LB-DIST-4BAD7915B3FB","","Machouq","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-DB8FEFAF1651","LB-LOC-E8C5447F2116","LB-LOC-E8C5447F2116","","LB-GOV-SLB","LB-DIST-4BAD7915B3FB","","Machouq_el-Aala","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-47273BEDBE3C","LB-LOC-6A1E73483E3A","LB-LOC-6A1E73483E3A","","LB-GOV-SLB","LB-DIST-4BAD7915B3FB","","Madirej-JZ","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-9ECFAD5C4765","LB-LOC-BC22B6E38E80","LB-LOC-BC22B6E38E80","","LB-GOV-SLB","LB-DIST-4BAD7915B3FB","","Marj_ez-Zaatar","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-8357E5A331A4","LB-LOC-67B0C84EDF8B","LB-LOC-67B0C84EDF8B","","LB-GOV-SLB","LB-DIST-4BAD7915B3FB","","Mdawkha","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-728BF617A3D4","LB-LOC-7E88EFC96509","LB-LOC-7E88EFC96509","","LB-GOV-SLB","LB-DIST-4BAD7915B3FB","","Midan-JZ","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-06A795422D2E","LB-LOC-1BE13EBB0B41","LB-LOC-1BE13EBB0B41","","LB-GOV-SLB","LB-DIST-4BAD7915B3FB","","Moustaytia","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-499AFA0D83D3","LB-LOC-A003060C9FE6","LB-LOC-A003060C9FE6","","LB-GOV-SLB","LB-DIST-4BAD7915B3FB","","Niha_Jezzine","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-B7FBD5A55537","LB-LOC-50964D8EC155","LB-LOC-50964D8EC155","","LB-GOV-SLB","LB-DIST-4BAD7915B3FB","","Qattin","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-BBB68683D173","LB-LOC-A8899A087182","LB-LOC-A8899A087182","","LB-GOV-SLB","LB-DIST-4BAD7915B3FB","","Qytouleh","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-DF5E81F5708A","LB-LOC-4276E5D509EB","LB-LOC-4276E5D509EB","","LB-GOV-SLB","LB-DIST-4BAD7915B3FB","","Qytouleh_el-Aala","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-4B68AB9A85A6","LB-LOC-2679C3D384C7","LB-LOC-2679C3D384C7","","LB-GOV-SLB","LB-DIST-4BAD7915B3FB","","Roum","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-A77EB20521A9","LB-LOC-F82081359B99","LB-LOC-F82081359B99","","LB-GOV-SLB","LB-DIST-4BAD7915B3FB","","Roum_el-Aala","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-F7F1456CBA52","LB-LOC-C2D01C4EC24F","LB-LOC-C2D01C4EC24F","","LB-GOV-SLB","LB-DIST-4BAD7915B3FB","","Sarba_Jezzine","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-80FEABDCF12E","LB-LOC-A82EB9A0216E","LB-LOC-A82EB9A0216E","","LB-GOV-SLB","LB-DIST-4BAD7915B3FB","","Snawbar","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-308589D2FEA1","LB-LOC-CD1C7158A7CD","LB-LOC-CD1C7158A7CD","","LB-GOV-SLB","LB-DIST-4BAD7915B3FB","","Snayya","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-09B6DACD423E","LB-LOC-70B3934A78BF","LB-LOC-70B3934A78BF","","LB-GOV-SLB","LB-DIST-4BAD7915B3FB","","Wadi_Jezzine","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-59190C13690A","LB-LOC-0240DF3D5819","LB-LOC-0240DF3D5819","","LB-GOV-SLB","LB-DIST-AE5723C639E4","","Aawali","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-37D44081D350","LB-LOC-5AB576C6AE0C","LB-LOC-5AB576C6AE0C","","LB-GOV-SLB","LB-DIST-AE5723C639E4","","Abra","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-0D6D42ABAA27","LB-LOC-0252E1CBD071","LB-LOC-0252E1CBD071","","LB-GOV-SLB","LB-DIST-AE5723C639E4","","Abra_el-Fawqa","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-90F875D48794","LB-LOC-2080563D88EC","LB-LOC-2080563D88EC","","LB-GOV-SLB","LB-DIST-AE5723C639E4","","Adloun","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-5726EDB32818","LB-LOC-7291448E9594","LB-LOC-7291448E9594","","LB-GOV-SLB","LB-DIST-AE5723C639E4","","Ain_el-Hilweh","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-0296A2C67A06","LB-LOC-2E6F0CD56D98","LB-LOC-2E6F0CD56D98","","LB-GOV-SLB","LB-DIST-AE5723C639E4","","Anqoun","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-4F28392D332E","LB-LOC-445878A2CDF1","LB-LOC-445878A2CDF1","","LB-GOV-SLB","LB-DIST-AE5723C639E4","","Awwal","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-D9B9C16B8188","LB-LOC-F98E872AC249","LB-LOC-F98E872AC249","","LB-GOV-SLB","LB-DIST-AE5723C639E4","","Babliyeh","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-20146948954F","LB-LOC-C8486527599B","LB-LOC-C8486527599B","","LB-GOV-SLB","LB-DIST-AE5723C639E4","","Bass","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-DF60043E0811","LB-LOC-D1DEE12C4F1A","LB-LOC-D1DEE12C4F1A","","LB-GOV-SLB","LB-DIST-AE5723C639E4","","Bqosta","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-4128FEA6E6AB","LB-LOC-CC6194D7CC94","LB-LOC-CC6194D7CC94","","LB-GOV-SLB","LB-DIST-AE5723C639E4","","Bramiyeh","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-A4ADD965F295","LB-LOC-76B94CCA0A5C","LB-LOC-76B94CCA0A5C","","LB-GOV-SLB","LB-DIST-AE5723C639E4","","Charhabil","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-0378DE4B9A47","LB-LOC-0EE6FDE171DA","LB-LOC-0EE6FDE171DA","","LB-GOV-SLB","LB-DIST-AE5723C639E4","","Chhour","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-6354E48F70D8","LB-LOC-1074A9F302D8","LB-LOC-1074A9F302D8","","LB-GOV-SLB","LB-DIST-AE5723C639E4","","Dar_Ain","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-3D262F17226F","LB-LOC-630B70F1A5D2","LB-LOC-630B70F1A5D2","","LB-GOV-SLB","LB-DIST-AE5723C639E4","","Darb_el-Sim","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-40F593403D54","LB-LOC-72B4527CBF50","LB-LOC-72B4527CBF50","","LB-GOV-SLB","LB-DIST-AE5723C639E4","","Dawayer-SD","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-BBAAB10D5492","LB-LOC-98476D0AC298","LB-LOC-98476D0AC298","","LB-GOV-SLB","LB-DIST-AE5723C639E4","","Filiye","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-08069C0C230C","LB-LOC-496334972C9A","LB-LOC-496334972C9A","","LB-GOV-SLB","LB-DIST-AE5723C639E4","","Ghaziyeh","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-770B351C7DDB","LB-LOC-7396DCB3B4F1","LB-LOC-7396DCB3B4F1","","LB-GOV-SLB","LB-DIST-AE5723C639E4","","Halab_el-Aalya","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-2E67BBBF41D9","LB-LOC-FC78C1F41B4C","LB-LOC-FC78C1F41B4C","","LB-GOV-SLB","LB-DIST-AE5723C639E4","","Haret_Saida","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-572647FC87BE","LB-LOC-9B9BFA782388","LB-LOC-9B9BFA782388","","LB-GOV-SLB","LB-DIST-AE5723C639E4","","Haret_Saida_el-Aala","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-5480B12D43F5","LB-LOC-3E3C48594E79","LB-LOC-3E3C48594E79","","LB-GOV-SLB","LB-DIST-AE5723C639E4","","Hilaliyeh","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-00831497E74E","LB-LOC-CFCA6334B58B","LB-LOC-CFCA6334B58B","","LB-GOV-SLB","LB-DIST-AE5723C639E4","","Houch_Saida","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-300B47C12FFE","LB-LOC-1D72B217A5CF","LB-LOC-1D72B217A5CF","","LB-GOV-SLB","LB-DIST-AE5723C639E4","","Houch_el-Oumara-SD","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-2FB3C2F508F7","LB-LOC-046F6ABF1A4E","LB-LOC-046F6ABF1A4E","","LB-GOV-SLB","LB-DIST-AE5723C639E4","","Jinsnaya","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-794C4A658E24","LB-LOC-0483C9CD3E42","LB-LOC-0483C9CD3E42","","LB-GOV-SLB","LB-DIST-AE5723C639E4","","Kfar_Jarra","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-E1554DED621D","LB-LOC-4E20C99079C9","LB-LOC-4E20C99079C9","","LB-GOV-SLB","LB-DIST-AE5723C639E4","","Lebaa","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-87C99B59CE56","LB-LOC-0A0D18E2F555","LB-LOC-0A0D18E2F555","","LB-GOV-SLB","LB-DIST-AE5723C639E4","","Maaroub","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-A166AD2A8DE7","LB-LOC-B9885E532583","LB-LOC-B9885E532583","","LB-GOV-SLB","LB-DIST-AE5723C639E4","","Maghdoucheh","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-C7A0EC6D49B1","LB-LOC-7BAFE4E1590D","LB-LOC-7BAFE4E1590D","","LB-GOV-SLB","LB-DIST-AE5723C639E4","","Majdaliyoun","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-05D78EB1A0D4","LB-LOC-AACD109E1AFF","LB-LOC-AACD109E1AFF","","LB-GOV-SLB","LB-DIST-AE5723C639E4","","Marjan","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-97F899A53B61","LB-LOC-39FDEB6BB54C","LB-LOC-39FDEB6BB54C","","LB-GOV-SLB","LB-DIST-AE5723C639E4","","Mazraat_el-Halqa","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-29CACCEA20A8","LB-LOC-24A29557AB4F","LB-LOC-24A29557AB4F","","LB-GOV-SLB","LB-DIST-AE5723C639E4","","Qaaqayet_ej-Jisr","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-CE4897BACBF6","LB-LOC-0FD164221E4B","LB-LOC-0FD164221E4B","","LB-GOV-SLB","LB-DIST-AE5723C639E4","","Qna-SD","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-70F9481F691C","LB-LOC-49F7F2F1B12B","LB-LOC-49F7F2F1B12B","","LB-GOV-SLB","LB-DIST-AE5723C639E4","","Qnariye","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-B5495B9CFECF","LB-LOC-A0A512510253","LB-LOC-A0A512510253","","LB-GOV-SLB","LB-DIST-AE5723C639E4","","Qrayye","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-335481B4C761","LB-LOC-ACFD4971A682","LB-LOC-ACFD4971A682","","LB-GOV-SLB","LB-DIST-AE5723C639E4","","Rjal","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-C730B4B43D93","LB-LOC-30BA8677753E","LB-LOC-30BA8677753E","","LB-GOV-SLB","LB-DIST-AE5723C639E4","","Rjaliye","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-D14E7218C42D","LB-LOC-9BAC422F2A4B","LB-LOC-9BAC422F2A4B","","LB-GOV-SLB","LB-DIST-AE5723C639E4","","Saida_Sidon","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-9BD073F18E17","LB-LOC-2BD65F3E32E4","LB-LOC-2BD65F3E32E4","","LB-GOV-SLB","LB-DIST-AE5723C639E4","","Saida_ech-Charqiye","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-4B3F6341E53C","LB-LOC-8B7B13691E8D","LB-LOC-8B7B13691E8D","","LB-GOV-SLB","LB-DIST-AE5723C639E4","","Saida_el-Qadimeh","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-A661A77F183A","LB-LOC-030C678A9E38","LB-LOC-030C678A9E38","","LB-GOV-SLB","LB-DIST-AE5723C639E4","","Saida_es-Sahel","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-2EBD2240F851","LB-LOC-311057F2A585","LB-LOC-311057F2A585","","LB-GOV-SLB","LB-DIST-AE5723C639E4","","Saqyet_el-Maydani","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-1F6008CAC618","LB-LOC-A33AF4EBC287","LB-LOC-A33AF4EBC287","","LB-GOV-SLB","LB-DIST-AE5723C639E4","","Srafand","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-2E862E1D1599","LB-LOC-4D6EED858C14","LB-LOC-4D6EED858C14","","LB-GOV-SLB","LB-DIST-AE5723C639E4","","Tfahta","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-4ED8FD1105BC","LB-LOC-80E0EFD1815D","LB-LOC-80E0EFD1815D","","LB-GOV-SLB","LB-DIST-AE5723C639E4","","Zararieh","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-2564C413E5FD","LB-LOC-89E5EDAFED08","LB-LOC-89E5EDAFED08","","LB-GOV-SLB","LB-DIST-AE5723C639E4","","Zararieh_el-Aalya","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-B53F31CB38C0","LB-LOC-A8AAD2F2ADE0","LB-LOC-A8AAD2F2ADE0","","LB-GOV-SLB","LB-DIST-AE5723C639E4","","Zeneyleh","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-1DE648407044","LB-LOC-055D9205B2DA","LB-LOC-055D9205B2DA","","LB-GOV-SLB","LB-DIST-07D5BC042CFB","","Aaqbeh","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
"LB-XW-DD8CF513211E","LB-LOC-29E2191655D3","LB-LOC-29E2191655D3","","LB-GOV-SLB","LB-DIST-07D5BC042CFB","","Aarbsalim","","","","","","","","","fuzzy-suggestion","","0","unresolved","none","","","No authoritative Arabic source with stable identity or exact hierarchy/name match"
