"MUHAFAZA","CAZA","VILLAGE_NAME","VILLAGE_NAME_AR","VILLAGE_CODE","ADM3_PCODE","AREA_SQKM","CENTER_LAT","CENTER_LON","DWG_PATH","SOURCE_CRS","NOTES"
"Mount Lebanon","Chouf","Ouadi Ed-Deir","وادي الدير","LB_Moun_Chou_Ouadi_Ed_Dei","23441","0.38494692","33.68495726","35.53109729","","22700",""
"Mount Lebanon","Chouf","Ouadi Es-Sitt","وادي الست","LB_Moun_Chou_Ouadi_Es_Sit","23443","1.17073133","33.71458546","35.62694305","","22700",""
"Mount Lebanon","Chouf","Ouardaniyeh","وردانيه","LB_Moun_Chou_Ouardaniyeh","23331","3.87714566","33.61091787","35.42594928","","22700",""
"Mount Lebanon","Chouf","Ouarhaniyeh","ورهانية","LB_Moun_Chou_Ouarhaniyeh","23463","1.78557301","33.71781145","35.67040409","","22700",""
"Mount Lebanon","Chouf","Qreiaa","قريعة","LB_Moun_Chou_Qreiaa","23351","1.96423317","33.59738511","35.48856616","","22700",""
"Mount Lebanon","Chouf","Rmeilet Ech-Chouf","رميلة","LB_Moun_Chou_Rmeilet_Ech_","23321","5.359522","33.60278102","35.39652757","","22700",""
"Mount Lebanon","Chouf","Semqaniyeh","سمقانية","LB_Moun_Chou_Semqaniyeh","23417","5.76834362","33.67609428","35.59062978","","22700",""
"Mount Lebanon","Chouf","Sibline","سبلين","LB_Moun_Chou_Sibline","23243","5.72090646","33.62494013","35.42057566","","22700",""
"Mount Lebanon","Chouf","Sirjbal","سرجبال","LB_Moun_Chou_Sirjbal","23437","1.49683685","33.68504316","35.50781775","","22700",""
"Mount Lebanon","Chouf","Zaarouriyeh","زعرورية","LB_Moun_Chou_Zaarouriyeh","23381","2.62466161","33.60896626","35.51515705","","22700",""
"Mount Lebanon","El Meten","Aain Aalaq","عين علق","LB_Moun_El_M_Aain_Aalaq","22551","0.80620444","33.91844002","35.65754827","","22700",""
"Mount Lebanon","El Meten","Aain Aar","عين عار","LB_Moun_El_M_Aain_Aar","22471","0.44028615","33.92288072","35.64406202","","22700",""
"Mount Lebanon","El Meten","Aain El-Kharroubeh","عين الخروبة","LB_Moun_El_M_Aain_El_Khar","22543","1.2685729","33.93286775","35.70124407","","22700",""
"Mount Lebanon","El Meten","Aain El-Qabu","عين القبو","LB_Moun_El_M_Aain_El_Qabu","22777","2.18198006","33.93858179","35.76916839","","22700",""
"Mount Lebanon","El Meten","Aain El-Qach","عين القش","LB_Moun_El_M_Aain_El_Qach","22523","0.4423696","33.92542374","35.70121648","","22700",""
"Mount Lebanon","El Meten","Aain Es-Sindiane","عين السنديانة","LB_Moun_El_M_Aain_Es_Sind","22737","0.64096179","33.90259836","35.7280294","","22700",""
"Mount Lebanon","El Meten","Aain es-Sofsaf El-Matn","عين الصفصاف المتن","LB_Moun_El_M_Aain_es_Sofs","22727","0.8299723","33.91171683","35.72802507","","22700",""
"Mount Lebanon","El Meten","Aain Et-Teffaha","عين التفاحة","LB_Moun_El_M_Aain_Et_Teff","22563","0.25489069","33.93427222","35.72648899","","22700",""
"Mount Lebanon","El Meten","Aain Ez-Zeitouneh","عين الزيتونة","LB_Moun_El_M_Aain_Ez_Zeit","22714","0.3562767","33.90497269","35.74316839","","22700",""
"Mount Lebanon","El Meten","Aain Saadeh","عين سعادة","LB_Moun_El_M_Aain_Saadeh","22423","5.46991011","33.8690109","35.58712566","","22700",""
"Mount Lebanon","El Meten","Aamaret Chalhoub","الوطى عمارة شلهوب","LB_Moun_El_M_Aamaret_Chal","22343","0.64025116","33.90072876","35.56885488","","22700",""
"Mount Lebanon","El Meten","Aatchaneh","عطشانة","LB_Moun_El_M_Aatchaneh","22555","1.04129127","33.91047866","35.64681735","","22700",""
"Mount Lebanon","El Meten","Aayoun El-Matn","عيون المتن","LB_Moun_El_M_Aayoun_El_Ma","22635","1.57500796","33.88086809","35.65829572","","22700",""
"Mount Lebanon","El Meten","Aayroun","عيرون","LB_Moun_El_M_Aayroun","22767","0.50201749","33.90551354","35.7055379","","22700",""
"Mount Lebanon","El Meten","Abou Mizane","أبو ميزان","LB_Moun_El_M_Abou_Mizane","22575","1.15139846","33.93857417","35.7215057","","22700",""
"Mount Lebanon","El Meten","Aintoura El-Matn","عينطورة المتن","LB_Moun_El_M_Aintoura_El_","22751","7.74809592","33.89543517","35.78850226","","22700",""
"Mount Lebanon","El Meten","Antelias","انطلياس","LB_Moun_El_M_Antelias","22311","1.99326612","33.91434045","35.59472258","","22700",""
"Mount Lebanon","El Meten","Baabdat","بعبدات","LB_Moun_El_M_Baabdat","22659","5.14080892","33.89316803","35.67610252","","22700",""
"Mount Lebanon","El Meten","Baouchriyeh","بوشرية","LB_Moun_El_M_Baouchriyeh","22228","3.92470833","33.88519073","35.55784911","","22700",""
"Mount Lebanon","El Meten","Baskinta","بسكنتا","LB_Moun_El_M_Baskinta","22797","34.49030246","33.94819549","35.80877044","","22700",""
"Mount Lebanon","El Meten","Beit Chabab","بيت شباب","LB_Moun_El_M_Beit_Chabab","22531","3.96447867","33.93039294","35.67293868","","22700",""
"Mount Lebanon","El Meten","Beit Ech-Chaar","مزرعة بيت الشعّار","LB_Moun_El_M_Beit_Ech_Cha","22459","0.62955167","33.92873226","35.61751993","","22700",""
"Mount Lebanon","El Meten","Beit El-Kekko","بيت الككو","LB_Moun_El_M_Beit_El_Kekk","22451","0.29605469","33.92442079","35.63711592","","22700",""
"Mount Lebanon","El Meten","Beit Meri","بيت مري","LB_Moun_El_M_Beit_Meri","22667","8.53463309","33.85758914","35.60183087","","22700",""
"Mount Lebanon","El Meten","Bhersaf","بحرصاف","LB_Moun_El_M_Bhersaf","22535","3.29715163","33.91339456","35.66834731","","22700",""
"Mount Lebanon","El Meten","Bikfaya","بكفيا","LB_Moun_El_M_Bikfaya","22511","3.97570222","33.91986436","35.68488267","","22700",""
"Mount Lebanon","El Meten","Bnabil","بنابيل","LB_Moun_El_M_Bnabil","22724","0.93822199","33.89970048","35.7373565","","22700",""
"Mount Lebanon","El Meten","Bourj Hammoud","برج حمّود","LB_Moun_El_M_Bourj_Hammou","22111","2.64383005","33.89225492","35.5416968","","22700",""
"Mount Lebanon","El Meten","Bqennaya","بقنايا","LB_Moun_El_M_Bqennaya","22431","0.6651571","33.90198301","35.58780535","","22700",""
"Mount Lebanon","El Meten","Broummana El-Matn","برمانا المتن","LB_Moun_El_M_Broummana_El","22611","3.89651813","33.87936925","35.62435466","","22700",""
"Mount Lebanon","El Meten","Bsalim","بصاليم","LB_Moun_El_M_Bsalim","22439","1.36538207","33.90055856","35.60455326","","22700",""
"Mount Lebanon","El Meten","Bsifrine","بسفرين","LB_Moun_El_M_Bsifrine","22691","1.12715151","33.88539833","35.70446395","","22700",""
"Mount Lebanon","El Meten","Bteghrine","بتغرين","LB_Moun_El_M_Bteghrine","22757","4.95667667","33.92762151","35.76168859","","22700",""
"Mount Lebanon","El Meten","Byaqout","بياقوت","LB_Moun_El_M_Byaqout","22359","0.99442708","33.8945596","35.58576049","","22700",""
"Mount Lebanon","El Meten","Chaouiyeh","شاوية","LB_Moun_El_M_Chaouiyeh","22559","0.6804047","33.93024613","35.65916798","","22700",""
"Mount Lebanon","El Meten","Chouaya El-Matn","شويا","LB_Moun_El_M_Chouaya_El_M","22764","1.49599146","33.92927131","35.71806164","","22700",""
"Mount Lebanon","El Meten","Choueir","شوير","LB_Moun_El_M_Choueir","22754","3.08331908","33.91539037","35.71556034","","22700",""
"Mount Lebanon","El Meten","Chrine","شرين","LB_Moun_El_M_Chrine","22591","0.83927894","33.93620071","35.73193089","","22700",""
"Mount Lebanon","El Meten","Dahr Es-Souane El-Matn","ضهر الصوان المتن","LB_Moun_El_M_Dahr_Es_Soua","22675","3.30547409","33.90059704","35.66110444","","22700",""
"Mount Lebanon","El Meten","Daychouniyeh","ديشونية","LB_Moun_El_M_Daychouniyeh","22415","1.29467499","33.84591389","35.57404714","","22700",""
"Mount Lebanon","El Meten","Dbayeh","ضبية","LB_Moun_El_M_Dbayeh","22375","1.79244901","33.93721744","35.58917492","","22700",""
"Mount Lebanon","El Meten","Deir Chamra","دير شمرا","LB_Moun_El_M_Deir_Chamra","22579","1.9586796","33.9486907","35.71687635","","22700",""
"Mount Lebanon","El Meten","Deir Mar Aabda el Mchammar","دير مار عبدا المشمر","LB_Moun_El_M_Deir_Mar_Aab","22487","0.42149954","33.94399031","35.62926491","","22700",""
"Mount Lebanon","El Meten","Deir mar Roukoz","مار روكز","LB_Moun_El_M_Deir_mar_Rou","22245","2.18216693","33.86971388","35.55851795","","22700",""
"Mount Lebanon","El Meten","Deir Tamich","دير طاميش","LB_Moun_El_M_Deir_Tamich","22479","0.83568381","33.94036633","35.6183277","","22700",""
"Mount Lebanon","El Meten","Dekouaneh","دكوانة","LB_Moun_El_M_Dekouaneh","22262","1.91549485","33.87661652","35.54608958","","22700",""
"Mount Lebanon","El Meten","Dik El-Mehdi","ديك المحدي","LB_Moun_El_M_Dik_El_Mehdi","22463","0.72688364","33.93198799","35.62134054","","22700",""
"Mount Lebanon","El Meten","Douar El-Matn","دوار","LB_Moun_El_M_Douar_El_Mat","22761","1.3167992","33.90141974","35.70051765","","22700",""
"Mount Lebanon","El Meten","Fanar","الفنار","LB_Moun_El_M_Fanar","22419","2.10189011","33.87786403","35.57536443","","22700",""
"Mount Lebanon","El Meten","Fraikeh","فريكه","LB_Moun_El_M_Fraikeh","22571","0.81375437","33.93702776","35.65979963","","22700",""
"Mount Lebanon","El Meten","Haret El-Ballane","حارة البلان","LB_Moun_El_M_Haret_El_Bal","22383","0.87450988","33.93794728","35.59766291","","22700",""
"Mount Lebanon","El Meten","Hbous","حبوس","LB_Moun_El_M_Hbous","22583","0.29590221","33.92783752","35.64343544","","22700",""
"Mount Lebanon","El Meten","Himlaya","حملايا","LB_Moun_El_M_Himlaya","22547","1.42679075","33.94112794","35.71067559","","22700",""
"Mount Lebanon","El Meten","Jall Ed-Did","جل الديب","LB_Moun_El_M_Jall_Ed_Did","22327","0.85466585","33.90586099","35.58037885","","22700",""
"Mount Lebanon","El Meten","Jdaidet El-Matn","جديدة المتن","LB_Moun_El_M_Jdaidet_El_M","22211","1.66932398","33.89008428","35.57089455","","22700",""
"Mount Lebanon","El Meten","Jouar El-Matn","جوار المتن","LB_Moun_El_M_Jouar_El_Mat","22587","0.79235161","33.92978515","35.73158396","","22700",""
"Mount Lebanon","El Meten","Jouret El-Ballout","جورة البلوط","LB_Moun_El_M_Jouret_El_Ba","22619","1.58814956","33.89585682","35.62769282","","22700",""
"Mount Lebanon","El Meten","Kfar Aaqab","كفرعقاب","LB_Moun_El_M_Kfar_Aaqab","22781","2.32037183","33.94180024","35.74508341","","22700",""
"Mount Lebanon","El Meten","Kfar Tay El-Matn","كفرتيه","LB_Moun_El_M_Kfar_Tay_El_","22799","1.74897593","33.97651688","35.80241054","","22700",""
"Mount Lebanon","El Meten","Khillet El-Mtain","خلة المتين","LB_Moun_El_M_Khillet_El_M","22722","0.40392484","33.89318099","35.72839191","","22700",""
"Mount Lebanon","El Meten","Khinchara","خنشارة","LB_Moun_El_M_Khinchara","22747","2.84375522","33.9211691","35.73891812","","22700",""
"Mount Lebanon","El Meten","Machraah El-Matn","مشرح","LB_Moun_El_M_Machraah_El_","22787","0.63789111","33.94364846","35.75549755","","22700",""
"Mount Lebanon","El Meten","Majdel tarchich","مجدل ترشيش","LB_Moun_El_M_Majdel_tarch","22774","4.30508689","33.89167584","35.80786137","","22700",""
"Mount Lebanon","El Meten","Majzoub","مجذوب","LB_Moun_El_M_Majzoub","22435","1.26957771","33.90140201","35.59561256","","22700",""
"Mount Lebanon","El Meten","Mansouriyet El-Matn","منصورية","LB_Moun_El_M_Mansouriyet_","22411","2.61942953","33.85350649","35.56710027","","22700",""
"Mount Lebanon","El Meten","Mar Boutros Karm Et-Tine","مار بطرس كرم التين","LB_Moun_El_M_Mar_Boutros_","22527","1.36699399","33.93570911","35.68699498","","22700",""
"Mount Lebanon","El Meten","Mar Moussa Ed-Douar","مار موسى الدوار","LB_Moun_El_M_Mar_Moussa_E","22784","2.09776516","33.89993793","35.68848904","","22700",""
"Mount Lebanon","El Meten","Marjaba","مرجبا","LB_Moun_El_M_Marjaba","22734","1.67055275","33.91753073","35.75704631","","22700",""
"Mount Lebanon","El Meten","Masqa","المسقى","LB_Moun_El_M_Masqa","22627","2.05893629","33.87868989","35.64170103","","22700",""
"Mount Lebanon","El Meten","Mayasseh","مياسة","LB_Moun_El_M_Mayasseh","22539","0.73140547","33.94153067","35.6919976","","22700",""
"Mount Lebanon","El Meten","Mazraat Deir Aaoukar","مزرعة دير عوكر","LB_Moun_El_M_Mazraat_Deir","22391","0.63238155","33.93387865","35.59826238","","22700",""
"Mount Lebanon","El Meten","Mazraat El-Hdaira","مزرعة الحضيرة","LB_Moun_El_M_Mazraat_El_H","22367","0.82431084","33.93203301","35.60665766","","22700",""
"Mount Lebanon","El Meten","Mazraat Yachouaa","مزرعة يشوع","LB_Moun_El_M_Mazraat_Yach","22475","1.73096646","33.93057802","35.63315375","","22700",""
"Mount Lebanon","El Meten","Mchikha","مشيخا","LB_Moun_El_M_Mchikha","22717","0.81126888","33.88426774","35.74490581","","22700",""
"Mount Lebanon","El Meten","Menqlet Mezher","مزهر","LB_Moun_El_M_Menqlet_Mezh","22319","0.69690725","33.90828381","35.59833635","","22700",""
"Mount Lebanon","El Meten","Mhaidset Matn","محيدثة المتن","LB_Moun_El_M_Mhaidset_Mat","22515","0.9228906","33.92197569","35.69431109","","22700",""
"Mount Lebanon","El Meten","Mkalles","مكلس","LB_Moun_El_M_Mkalles","22279","1.56129514","33.86062707","35.55679866","","22700",""
"Mount Lebanon","El Meten","Mrouj","المروج","LB_Moun_El_M_Mrouj","22733","1.30395221","33.90982828","35.75714311","","22700",""
"Mount Lebanon","El Meten","Mtain","المتين","LB_Moun_El_M_Mtain","22711","50.67148738","33.91957749","35.80698314","","22700",""
"Mount Lebanon","El Meten","Mtayleb","مطيلب","LB_Moun_El_M_Mtayleb","22447","1.39221291","33.92243935","35.61240732","","22700",""
"Mount Lebanon","El Meten","Mzakkeh","مزكة","LB_Moun_El_M_Mzakkeh","22651","2.17204307","33.89598863","35.64363299","","22700",""
"Mount Lebanon","El Meten","Nabay","نابيه","LB_Moun_El_M_Nabay","22443","3.87662897","33.90395988","35.62429684","","22700",""
"Mount Lebanon","El Meten","Naqqach","نقاش","LB_Moun_El_M_Naqqach","22335","2.51226061","33.92371817","35.59324614","","22700",""
"Mount Lebanon","El Meten","Ouadi Chahine","وادي شاهين","LB_Moun_El_M_Ouadi_Chahin","22519","0.22822075","33.93164556","35.69324683","","22700",""
"Mount Lebanon","El Meten","Ouadi El-Karm El-Matn","وادي الكرم المتن","LB_Moun_El_M_Ouadi_El_Kar","22791","1.57088081","33.95321649","35.75161788","","22700",""
"Mount Lebanon","El Meten","Ouata El-Mrouj","وطى المروج","LB_Moun_El_M_Ouata_El_Mro","22731","0.79883994","33.90864889","35.73574726","","22700",""
"Mount Lebanon","El Meten","Qaaqour","القعقور","LB_Moun_El_M_Qaaqour","22744","2.58665099","33.89487129","35.71981755","","22700",""
"Mount Lebanon","El Meten","Qannebet Salima","قنابة صليما","LB_Moun_El_M_Qannebet_Sal","22683","0.85797583","33.88622398","35.69272471","","22700",""
"Mount Lebanon","El Meten","Qennabet Broummana","قنابة برمانا","LB_Moun_El_M_Qennabet_Bro","22643","1.1105524","33.89217751","35.61847988","","22700",""
"Mount Lebanon","El Meten","Qornet Chehouane","قرنة شهوان","LB_Moun_El_M_Qornet_Cheho","22455","4.63279193","33.9162084","35.62666325","","22700",""
"Mount Lebanon","El Meten","Qornet El-Hamra","قرنة الحمرا","LB_Moun_El_M_Qornet_El_Ha","22595","2.28321002","33.93499638","35.64841046","","22700",""
"Mount Lebanon","El Meten","Roumieh","روميه المتن","LB_Moun_El_M_Roumieh","22427","5.05613795","33.88500561","35.60230581","","22700",""
"Mount Lebanon","El Meten","Sfeilet Bikfaya","سفيلة بكفيا","LB_Moun_El_M_Sfeilet_Bikf","22567","0.70008767","33.94337329","35.69841045","","22700",""
"Mount Lebanon","El Meten","Sinn El-Fil","سن الفيل","LB_Moun_El_M_Sinn_El_Fil","22155","2.30559062","33.8764007","35.5350559","","22700",""
"Mount Lebanon","El Meten","Zabbougha","زبوغا","LB_Moun_El_M_Zabbougha","22794","2.36599004","33.95220873","35.73545102","","22700",""
"Mount Lebanon","El Meten","Zakrit","زكريت","LB_Moun_El_M_Zakrit","22483","0.99656816","33.9384034","35.62941518","","22700",""
"Mount Lebanon","El Meten","Zalqa","الزلقا","LB_Moun_El_M_Zalqa","22351","0.89627982","33.89908924","35.57962534","","22700",""
"Mount Lebanon","El Meten","Zaraaoun","زرعون","LB_Moun_El_M_Zaraaoun","22741","1.15831373","33.89755702","35.70801122","","22700",""
"Mount Lebanon","El Meten","Zighrine El-Matn","زغرين المتن","LB_Moun_El_M_Zighrine_El_","22771","1.44522319","33.92253392","35.71451181","","22700",""
"Mount Lebanon","El Meten","Zouk El-Kharab","ذوق الخراب","LB_Moun_El_M_Zouk_El_Khar","22467","2.52536971","33.94830282","35.59989193","","22700",""
"Mount Lebanon","Jbeil","Aabaydat","عبيدات","LB_Moun_Jbei_Aabaydat","26256","2.63082362","34.1638069","35.72481355","","22700",""
"Mount Lebanon","Jbeil","Aain Ed-Delbeh Jbayl","عين الدلبة جبيل","LB_Moun_Jbei_Aain_Ed_Delb","26221","0.98690228","34.09100372","35.7646197","","22700",""
"Mount Lebanon","Jbeil","Aain El-Ghouaybeh","عين الغويبة","LB_Moun_Jbei_Aain_El_Ghou","26317","0.63707364","34.08353234","35.85866381","","22700",""
"Mount Lebanon","Jbeil","Aain Jrain","عين جرين","LB_Moun_Jbei_Aain_Jrain","26227","1.9672381","34.08390112","35.76677575","","22700",""
"Mount Lebanon","Jbeil","Aain Kfaa","عين كفاع","LB_Moun_Jbei_Aain_Kfaa","26289","2.14528866","34.18695016","35.6967108","","22700",""
"Mount Lebanon","Jbeil","Aalita","عاليتا","LB_Moun_Jbei_Aalita","26219","0.71705959","34.09046008","35.69252207","","22700",""
"Mount Lebanon","Jbeil","Aalmat Ech-Chamliyeh","علمات الشمالية","LB_Moun_Jbei_Aalmat_Ech_C","26212","3.92095571","34.11027156","35.7853085","","22700",""
"Mount Lebanon","Jbeil","Aalmat Ej-Jnoubiyeh","حصنا","LB_Moun_Jbei_Aalmat_Ej_Jn","26214","9.01325858","34.10729028","35.81932212","","22700",""
"Mount Lebanon","Jbeil","Aamchit","عمشيت","LB_Moun_Jbei_Aamchit","26141","5.81874917","34.14850753","35.64171136","","22700",""
"Mount Lebanon","Jbeil","Aaqoura","عاقورة","LB_Moun_Jbei_Aaqoura","26371","100.4867613","34.10229757","35.9608216","","22700",""
"Mount Lebanon","Jbeil","Aarab El-Lahib","عرب اللهيب","LB_Moun_Jbei_Aarab_El_Lah","26374","0.62389815","34.15295622","35.8955707","","22700",""
"Mount Lebanon","Jbeil","Aarasta","عرستا","LB_Moun_Jbei_Aarasta","26392","0.76666959","34.08229861","35.88098189","","22700",""
"Mount Lebanon","Jbeil","Adonis Jbayl","ادونيس","LB_Moun_Jbei_Adonis_Jbayl","26239","2.06120981","34.08167496","35.73171498","","22700",""
"Mount Lebanon","Jbeil","Afqa Jbayl","افقا","LB_Moun_Jbei_Afqa_Jbayl","26364","5.95047667","34.06508828","35.91855111","","22700",""
"Mount Lebanon","Jbeil","Bayzoun","بزيون","LB_Moun_Jbei_Bayzoun","26299","1.00212347","34.09462646","35.75359454","","22700",""
"Mount Lebanon","Jbeil","Bchille Jbayl","بشلّلي","LB_Moun_Jbei_Bchille_Jbay","26244","1.53186567","34.10368117","35.71257463","","22700",""
"Mount Lebanon","Jbeil","Behdaydat","بحديدات","LB_Moun_Jbei_Behdaydat","26259","1.1456777","34.1488093","35.70846461","","22700",""
"Mount Lebanon","Jbeil","Beit Habbaq","بيت حبّاق","LB_Moun_Jbei_Beit_Habbaq","26271","0.75482688","34.16288484","35.70528899","","22700",""
"Mount Lebanon","Jbeil","Bejjeh","بجه","LB_Moun_Jbei_Bejjeh","26276","5.02287093","34.18309958","35.71560584","","22700",""
"Mount Lebanon","Jbeil","Bekhaaz","بخعاز","LB_Moun_Jbei_Bekhaaz","26297","1.67303485","34.1886294","35.66418929","","22700",""
"Mount Lebanon","Jbeil","Berbara Jbayl","بربارة","LB_Moun_Jbei_Berbara_Jbay","26183","3.15350444","34.19553419","35.64490289","","22700",""
"Mount Lebanon","Jbeil","Bichtlida","بشتليدا","LB_Moun_Jbei_Bichtlida","26243","3.90363097","34.12921654","35.71198103","","22700",""
"Mount Lebanon","Jbeil","Bintaael","بنتاعل","LB_Moun_Jbei_Bintaael","26269","4.15993558","34.14088151","35.69857756","","22700",""
"Mount Lebanon","Jbeil","Birket Hjoula","بركة حجولا","LB_Moun_Jbei_Birket_Hjoul","26237","3.62147625","34.14724697","35.72861166","","22700",""
"Mount Lebanon","Jbeil","Blat Jbeil","بلاط","LB_Moun_Jbei_Blat_Jbeil","26129","6.82492205","34.11052973","35.67812852","","22700",""
"Mount Lebanon","Jbeil","Bmehrayn","بمهرين","LB_Moun_Jbei_Bmehrayn","26283","1.14715809","34.12181617","35.67859166","","22700",""
"Mount Lebanon","Jbeil","Boulhos","بلحص","LB_Moun_Jbei_Boulhos","26354","2.90452574","34.09529403","35.80644701","","22700",""
"Mount Lebanon","Jbeil","Brayj Jbayl","بريج","LB_Moun_Jbei_Brayj_Jbayl","26253","1.03219299","34.11888297","35.69992565","","22700",""
"Mount Lebanon","Jbeil","Chamate","شامات","LB_Moun_Jbei_Chamate","26279","1.07947445","34.1650297","35.69881302","","22700",""
"Mount Lebanon","Jbeil","Chikhane","شيخان","LB_Moun_Jbei_Chikhane","26295","1.45203908","34.17334686","35.65935001","","22700",""
"Mount Lebanon","Jbeil","Chmout","شموت","LB_Moun_Jbei_Chmout","26296","1.12288016","34.19746494","35.66763493","","22700",""
"Mount Lebanon","Jbeil","Eddeh Jbayl","إده","LB_Moun_Jbei_Eddeh_Jbayl","26135","3.97461582","34.14156152","35.66625166","","22700",""
"Mount Lebanon","Jbeil","Ehmej","اهمج","LB_Moun_Jbei_Ehmej","26211","17.41352913","34.13007427","35.81536556","","22700",""
"Mount Lebanon","Jbeil","Fatre","فتري","LB_Moun_Jbei_Fatre","26266","2.93618833","34.08590251","35.70466861","","22700",""
"Mount Lebanon","Jbeil","Ferhet","فرحت","LB_Moun_Jbei_Ferhet","26217","1.09231758","34.10044634","35.74290616","","22700",""
"Mount Lebanon","Jbeil","Fghal","فغال","LB_Moun_Jbei_Fghal","26298","2.1915646","34.20670819","35.66367589","","22700",""
"Mount Lebanon","Jbeil","Frat","فرات","LB_Moun_Jbei_Frat","26223","2.96073763","34.08725704","35.79213453","","22700",""
"Mount Lebanon","Jbeil","Ghabat","غابات","LB_Moun_Jbei_Ghabat","26337","0.61698019","34.07877164","35.87072304","","22700",""
"Mount Lebanon","Jbeil","Ghalboun","غلبون","LB_Moun_Jbei_Ghalboun","26277","2.37217866","34.17496619","35.70242838","","22700",""
"Mount Lebanon","Jbeil","Gharzouz","غرزوز","LB_Moun_Jbei_Gharzouz","26294","2.97541806","34.17944795","35.66861612","","22700",""
"Mount Lebanon","Jbeil","Ghofrine","غرفين","LB_Moun_Jbei_Ghofrine","26291","2.04527399","34.15573914","35.66266849","","22700",""
"Mount Lebanon","Jbeil","Habil","هابيل","LB_Moun_Jbei_Habil","26234","1.07816472","34.15103485","35.73809013","","22700",""
"Mount Lebanon","Jbeil","Halate","حالات","LB_Moun_Jbei_Halate","26147","9.60279016","34.08630368","35.66747194","","22700",""
"Mount Lebanon","Jbeil","Haqel","حقل","LB_Moun_Jbei_Haqel","26247","4.59948421","34.16755386","35.74458317","","22700",""
"Mount Lebanon","Jbeil","Hasrayel","حصرايل","LB_Moun_Jbei_Hasrayel","26153","2.5888434","34.16423688","35.65963054","","22700",""
"Mount Lebanon","Jbeil","Hbaline","حبالين","LB_Moun_Jbei_Hbaline","26281","1.73968178","34.15889443","35.68612278","","22700",""
"Mount Lebanon","Jbeil","Hboub","حبوب","LB_Moun_Jbei_Hboub","26284","2.39147475","34.12768787","35.68781273","","22700",""
"Mount Lebanon","Jbeil","Hdeine","هدينة","LB_Moun_Jbei_Hdeine","26324","1.14550148","34.09229334","35.87059048","","22700",""
"Mount Lebanon","Jbeil","Hema Er-Rehban","حمى الرهبان","LB_Moun_Jbei_Hema_Er_Rehb","26390","1.72521198","34.14635587","35.86129331","","22700",""
"Mount Lebanon","Jbeil","Hema Mar Maroun Aannaya","حمى مار مارون عنَايا","LB_Moun_Jbei_Hema_Mar_Mar","26388","0.15212199","34.13241351","35.84931118","","22700",""
"Mount Lebanon","Jbeil","Hjoula","حجولا","LB_Moun_Jbei_Hjoula","26226","5.28070652","34.13258879","35.7417454","","22700",""
"Mount Lebanon","Jbeil","Hsarat","حصارات","LB_Moun_Jbei_Hsarat","26286","2.51539607","34.16859465","35.68244689","","22700",""
"Mount Lebanon","Jbeil","Hsoun","حصون","LB_Moun_Jbei_Hsoun","26229","3.25759215","34.09438764","35.73761773","","22700",""
"Mount Lebanon","Jbeil","Jaj","جاج","LB_Moun_Jbei_Jaj","26381","11.73675924","34.16139933","35.82556015","","22700",""
"Mount Lebanon","Jbeil","Janneh","جنة","LB_Moun_Jbei_Janneh","26327","0.61255172","34.08100695","35.83098606","","22700",""
"Mount Lebanon","Jbeil","Jbayl","جبيل","LB_Moun_Jbei_Jbayl","26111","4.12139961","34.12337464","35.65575759","","22700",""
"Mount Lebanon","Jbeil","Jeoddayel Jbayl","جدايل","LB_Moun_Jbei_Jeoddayel_Jb","26165","1.0472589","34.16306894","35.64630111","","22700",""
"Mount Lebanon","Jbeil","Jlisseh","جليسه","LB_Moun_Jbei_Jlisseh","26274","1.3908878","34.11359029","35.69425234","","22700",""
"Mount Lebanon","Jbeil","Jouret El-Qattine","جورة القطين","LB_Moun_Jbei_Jouret_El_Qa","26236","1.59467762","34.10452419","35.72786719","","22700",""
"Mount Lebanon","Jbeil","Kafr","كفر الفتوح","LB_Moun_Jbei_Kafr","26273","0.97713512","34.15320462","35.69577319","","22700",""
"Mount Lebanon","Jbeil","Kfar Baal","كفر بعال","LB_Moun_Jbei_Kfar_Baal","26224","2.89179458","34.11350829","35.74938927","","22700",""
"Mount Lebanon","Jbeil","Kfar Kiddeh","كفر كده","LB_Moun_Jbei_Kfar_Kiddeh","26189","1.33999784","34.20044579","35.65622845","","22700",""
"Mount Lebanon","Jbeil","Kfar Mashoun","كفر مسحون","LB_Moun_Jbei_Kfar_Mashoun","26287","1.94546764","34.14703039","35.67846345","","22700",""
"Mount Lebanon","Jbeil","Kfar Qouas","كفر قواص","LB_Moun_Jbei_Kfar_Qouas","26264","0.47715214","34.12338693","35.70056767","","22700",""
"Mount Lebanon","Jbeil","Kfoun","كفون","LB_Moun_Jbei_Kfoun","26267","1.8600536","34.15515882","35.71239581","","22700",""
"Mount Lebanon","Jbeil","Kharbet Jbayl","خاربة جبيل","LB_Moun_Jbei_Kharbet_Jbay","26249","1.82562142","34.1768842","35.74562668","","22700",""
"Mount Lebanon","Jbeil","Laqlouq","اللقلوق","LB_Moun_Jbei_Laqlouq","26361","2.12986578","34.1336371","35.86577201","","22700",""
"Mount Lebanon","Jbeil","Lassa","لاسا","LB_Moun_Jbei_Lassa","26331","7.30889254","34.06771434","35.84825477","","22700",""
"Mount Lebanon","Jbeil","Lehfed","لحفد","LB_Moun_Jbei_Lehfed","26233","5.28490273","34.16437087","35.76984061","","22700",""
